tweet_id,hashtag
1470771853497098251,Christmas
1470771853497098251,Kelloggs
1470771853497098251,BoycottKelloggs
1470771853497098251,KelloggsStrike
1470771853497098251,DumpKelloggs
1470771853497098251,labour
1470771853497098251,labor
1470771054146641928,kelloggstrike
1470771054146641928,boycottkellogs
1470771054146641928,kelloggs
1470770788122963980,BoycottKelloggs
1470770555863257088,nsfw
1470770555863257088,gay
1470770555863257088,male
1470770555863257088,watersports
1470770555863257088,urine
1470770555863257088,Cornelius
1470770555863257088,KelloggsStrike
1470770555863257088,KelloggsBoycott
1470770555863257088,ProtestPorn
1470770280524042240,BoycottKelloggs
1470770272475226112,BoycottKelloggs
1470770107198623750,BoycottKelloggs
1470767971299729423,BoycottKelloggs
1470766978633711619,BoycottKelloggs
1470766162258677774,kelloggstrike
1470766162258677774,UnionStrong
1470765944175738880,kelloggstrike
1470765944175738880,boycottkellogs
1470765944175738880,kelloggs
1470765550120939527,kelloggstrike
1470764604091469829,BoycottKelloggs
1470764487699578880,BoycottKelloggs
1470764464567996421,BoycottKelloggs
1470763926971645957,BoycottKelloggs
1470763926971645957,Solidarity
1470763926971645957,JoinAUnion
1470763776957988874,BoycottKelloggs
1470763662008803331,BoycottKelloggs
1470763662008803331,Solidarity
1470763662008803331,JoinAUnion
1470762329998512133,BoycottKelloggs
1470762203896860674,BoycottKelloggs
1470761105320464384,BoycottKelloggs
1470761105320464384,Solidarity
1470761105320464384,JoinAUnion
1470761027755286536,KelloggStrike
1470760720878895105,BoycottKelloggs
1470760720878895105,UnionStrong
1470760573189120003,boycottKelloggs
1470760292674060289,BoycottKelloggs
1470759310800171011,BoycottKelloggs
1470759310800171011,Solidarity
1470759310800171011,JoinAUnion
1470758999658278921,KelloggStrike
1470758927717515268,BoycottKelloggs
1470758927717515268,Solidarity
1470758927717515268,JoinAUnion
1470758891965276160,BoycottKelloggs
1470758733949059078,BoycottKelloggs
1470758733949059078,Solidarity
1470758733949059078,JoinAUnion
1470758531498487823,BoycottKelloggs
1470757644663238665,WholeFoods
1470757644663238665,KelloggsBoycott
1470757644663238665,KelloggsStrike
1470757357428908040,BoycottKelloggs
1470757219948011532,antiwork
1470757152532967426,BoycottKelloggs
1470756869295718403,BoycottKelloggs
1470756296823607297,BoycottKelloggs
1470756026987257863,kelloggstrike
1470755782161485830,BoycottKelloggs
1470755768404168717,BoycottKelloggs
1470755503026360324,BoycottKelloggs
1470755414514049032,BoycottKelloggs
1470755100163457032,Solidarity
1470755100163457032,KelloggsStrike
1470755100163457032,UnionsForAll
1470755100163457032,union
1470755100163457032,UnionStrong
1470754896299319305,BoycottKelloggs
1470754896299319305,UnionStrong
1470754511228743680,BoycottKelloggs
1470754480400523266,BoycottKelloggs
1470753855684055040,BoycottKelloggs
1470753607767269394,Chipotle
1470753607767269394,ChipotleIsMyLife
1470753607767269394,ChipotleMinis
1470753452565299200,Solidarity
1470753452565299200,KelloggsStrike
1470752815010045957,BoycottKelloggs
1470752623036813314,BoycottKelloggs
1470752533480157184,Solidarity
1470752533480157184,KelloggsStrike
1470752302906621963,KelloggStrike
1470751884864593923,BoycottKelloggs
1470751744997142528,BoycottKelloggs
1470751397335470080,BoycottKelloggs
1470751372891111425,BoycottKelloggs
1470751306512052231,BoycottKelloggs
1470750901941981185,BoycottKelloggs
1470750393508503554,BoycottKelloggs
1470750393508503554,DumpKelloggs
1470749358639484931,IsupportBCTGM
1470749358639484931,KelloggsStrike
1470749358639484931,OneMoreDay
1470748188684529670,BoycottKelloggs
1470748131944017923,BoycottKelloggs
1470747938418798594,BoycottKelloggs
1470747681551233033,BoycottKelloggs
1470747406761439235,BoycottKelloggs
1470747190285021188,BoycottKelloggs
1470747190285021188,KelloggsStrike
1470747018561822727,BoycottKelloggs
1470746474480816136,BoycottKelloggs
1470746474480816136,LdnOnt
1470745933084307462,BoycottKelloggs
1470745873487257601,DumpKelloggs
1470745873487257601,KelloggsStrike
1470745786879070210,kelloggstrike
1470745713592221696,KelloggsStrike
